# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090802_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090801/00fa504f0bd45969fd29d4c740c801c027698415.NothingFound C001-0805 20090801/1b405399dd51b36bb86a7ee184d4e8c7fc0a018e.FlyStudio 0.648464
20090802/53c2cdb7a9c314189ba24cd56ffa0d61fb57e08a.Lipler rejected 20090802/53c2cdb7a9c314189ba24cd56ffa0d61fb57e08a.Lipler 0
20090802/53de2f30cf063ac04784b54863aa15a118784966.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.107494
20090802/53f6ce7575cb52f77c2e02db2082f20bed437687.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0955388
20090802/53f7a92f66f95969a2e8cd35f3ad277af842acf6.Midgare C002-1011 20090802/53f7a92f66f95969a2e8cd35f3ad277af842acf6.Midgare 0
20090802/53ffd45fad01e1f02be4069983a423c7a331222d.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.502594
20090802/54011e89e240acc1e17c0ffecfce92d19ef99051.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0924012
20090802/540ab6efbf7a78839f739e11c9866217c0098812.Agent rejected 20090802/540ab6efbf7a78839f739e11c9866217c0098812.Agent 0.00016828
20090802/5417ee1599579a4c254e9e70d50b1592f947a419.Swizzor C002-0803 20090802/dda444304ceb1818ba0e5c3a5f1caa6e18f9498e.Swizzor 0.53217
20090802/54463ec8af32f687e59fbbffd79dc2f5e52fbdba.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.21461
20090802/54500db591b6503a7c67d7bc864f68294d976790.NothingFound C002-1098 20090802/79a216287f8a1fb1eac98cc11be9ca43ffa56169.NothingFound 0.390152
20090802/545aa8af174ea9afa902b0d9535ff7afa26fb2a3.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.392512
20090802/5460424cdf096f4b49054cf6767dc734e4024216.Zbot rejected 20090802/5460424cdf096f4b49054cf6767dc734e4024216.Zbot 0
20090802/5467ded252c98c4a4b8c4e8f43334893204fc8da.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.524656
20090802/547f3482b44a747e19c417725a3d70237499bf34.Agent C002-1133 20090802/0e5ae430cbb4d6f40d60119d1025875269a5b263.Agent 0.181463
20090802/548e3ce99ede347728a642f4f949840a96e4d32c.NothingFound C002-0665 20090802/548e3ce99ede347728a642f4f949840a96e4d32c.NothingFound 0
20090802/5493c7e4bd57abcea348c27ba79ae144de801f4a.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.115053
20090802/549691446139daeef9b0a57896c7c583282c3edc.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.524431
20090802/54a6404cd1fef50fd4c93b5d2e79c19bc90c206c.Virut rejected 20090802/4567f394dcc4458ed8861eb596821e02e5bb67ee.Virut 0.000271543
20090802/54bf7341273b2933f6d2934de330590980a84945.Sality rejected 20090802/54bf7341273b2933f6d2934de330590980a84945.Sality 0.000429802
20090802/54c2f458da3dc34a4e655c08fb38be9485470991.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.52025
20090802/54d96510efb67c6c93f96a013be9ccb8c39fe09a.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.210872
20090802/550b39c464d4c8f4e9f90ce4ec7a4e2e875db954.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.221942
20090802/551470bfa196bb4715436e5a8f4e3f1f2b5dfc6b.Virut rejected 20090802/4567f394dcc4458ed8861eb596821e02e5bb67ee.Virut 0.000271543
20090802/551bb907d3368ba45404b88ed984ec29aebd39d5.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.518858
20090802/553c500b5337b41500dda3d0c13755e93484de02.Alman rejected 20090802/553c500b5337b41500dda3d0c13755e93484de02.Alman 0.00031908
20090802/554fb17749fccc31d26b3883e72bff977be9e163.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.536947
20090802/555aea9cc8bc481dbe49d21e16add533a54cc617.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.524975
20090802/558f3c27e19eff51df1a6027f37227e8bf9ccb4f.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.399175
20090802/559d4711e673e3aae234d54f68e11913caf14aaf.Cinmus rejected 20090802/559d4711e673e3aae234d54f68e11913caf14aaf.Cinmus 0.000427036
20090802/55b289a4b5eb00a6473d39ae4223fbf14b82a27a.AutoRun rejected 20090802/da90bfde924276f2a9cd2c32cc6af9bcab4146ca.Agent 0.248699
20090802/55ea989a6955d066a3d92af8ccc718e4a9248c89.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0924012
20090802/562d3c0309b53b6e0cfb21ecb9e9b5c957e85d71.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.511984
20090802/563912893a37bafb662f61b3ff5463a87ef1a4cd.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106199
20090802/565344a8c7c80fe16526b681142867ea37139bf6.Agent rejected 20090802/93ae2c8401261a45a578ad4cf0e727423c3d23c4.Agent 0.38901
20090802/5657f52f1103477c508c8dc2515e7ddefd4aa083.Beastdoor rejected 20090802/5657f52f1103477c508c8dc2515e7ddefd4aa083.Beastdoor 0.000363306
20090802/568d54d25847c385cea27ee28c24e885cd5bde83.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.357631
20090802/56950cf7e3d35573afc925b279c55b72c801e418.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.54491
20090802/5696f966e292ac7e833f5b03d8b59712937ac3e3.OnLineGames rejected 20090802/5696f966e292ac7e833f5b03d8b59712937ac3e3.OnLineGames 0.000291206
20090802/56b5ee6033819a815271be29b7601d3623b0c295.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.234987
20090802/56bc51098078a2a5e1a8a83686d7cac2c99e2265.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.103935
20090802/56be282351d013b11442a7d53079a4a38b80b596.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.522169
20090802/56be353c3c135a58b76af67b7dc90c00ce943228.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.607025
20090802/56f60c49a4cc4010efa50ff43bb13fb63b2d5f68.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.115409
20090802/5707b8ba4e925ff82f816747c7ccea32acd1f34c.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.376126
20090802/5707fb6711b190ca91a495519d585f1727a3afee.NothingFound rejected 20090802/5707fb6711b190ca91a495519d585f1727a3afee.NothingFound 0.000412568
20090802/57088385845e39b6a59f1141d7a76c67abf3bee9.Turkojan rejected 20090802/57088385845e39b6a59f1141d7a76c67abf3bee9.Turkojan 0
20090802/571220501c4f1f765f082a4705f3fc430dd94a79.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.512736
20090802/572dd4e5a369f75edce81eb83aef441279c045a7.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.551035
20090802/5778fdad8d94e815419d99c492bec5c4bd56e812.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.508063
20090802/57977bb352524b554374957ac38a3cf9880c245e.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.193071
20090802/57a7f5e0d1a462a5e4de1d1dabbb5da7e7d61da1.Swizzor C002-0988 20090802/57a7f5e0d1a462a5e4de1d1dabbb5da7e7d61da1.Swizzor 0.00032561
20090802/57d685161995960d556386eed0f15de05ca1e398.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.522751
20090802/57d71d69a1b205fc1eb9ed989e2e9a4834a3d5b8.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.511984
20090802/57d9234a9646ad0a4e05274bc1f2f6fc6a881243.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.19064
20090802/57dfe3bc3881031930112cedd1dceccc507858ce.Sality rejected 20090802/57dfe3bc3881031930112cedd1dceccc507858ce.Sality 0.000341026
20090802/57eda15ec763c422578d0ea177af48ce270f67d4.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.390356
20090802/57fcf2f37f4c68d6aebd260e90e95e7d0c0d186a.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.201908
20090802/5816c530d76597c8fcaaddac901b4db4d5ce07ab.NothingFound rejected 20090802/5816c530d76597c8fcaaddac901b4db4d5ce07ab.NothingFound 0
20090802/581893ea182f049b8d846c60c1db97aec1514350.ZenoSearch rejected 20090802/581893ea182f049b8d846c60c1db97aec1514350.ZenoSearch 0
20090802/581dd3963a91c75aaef56334e81e129f9a5e13cf.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.40903
20090802/582cba98a3b77123c561e305a42c9cd149d93d3e.AutoRun rejected 20090802/22a265058d76a053d1c1ae8c6867329cf7393d17.AutoRun 0.0909569
20090802/58321ac085c05363523ec7e1777cc689862a22c2.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.514701
20090802/5837740416b572ca7f23f498bfae41d360f161a2.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.219875
20090802/5839d7413ea7b53990ab9279e8e30d0e72025e9b.Rbot rejected 20090802/5839d7413ea7b53990ab9279e8e30d0e72025e9b.Rbot 0.000319903
20090802/583e62755ba1d3431f45d4ec61dcde86a5f81e42.Cinmus C002-0546 20090802/ca0e36c6c1d516dd7c33084b0928dd4cd8baf71b.Cinmus 0.53838
20090802/586d8a7c0e52aee9c533e16a081406040b527c1a.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.196444
20090802/588f076880524bdae3f8114edacd8c3b5986c02e.NothingFound rejected 20090802/588f076880524bdae3f8114edacd8c3b5986c02e.NothingFound 0
20090802/58a0b60957e151c05f1d1da719ef7e166fbf556e.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.104889
20090802/58c25e260182be12c328037d54c9a90a27dce2f4.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.396325
20090802/58c4e540df28f3273b43c5da45687e36f929b00a.Sality rejected 20090802/58c4e540df28f3273b43c5da45687e36f929b00a.Sality 0.000163973
20090802/58dc4568ea5cd23a3cdab6ec86ea7ab5bf111738.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.192893
20090802/58ee0f5ecc169ad321f9efaf257d701104fe12e4.FraudPack rejected 20090802/1afa1021365954bfa44c3ae7fa9eb10ca7d5ae8c.FraudLoad 0.576556
20090802/58f891d7659753402b4b23075c8f16b8f58b0d36.NothingFound C002-1098 20090802/58f891d7659753402b4b23075c8f16b8f58b0d36.NothingFound 0
20090802/590f7c746086c5e976ae62a11ac807fd7a66c4bb.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.226219
20090802/592d3609c361ceb39f1deeed085d3b096e6abd97.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.513278
20090802/5932b63024953dff462dbb3680f31b6992f805b1.NothingFound rejected 20090802/5932b63024953dff462dbb3680f31b6992f805b1.NothingFound 0.000447256
20090802/59400d5e2915c7e1f58b947c6d8126c355098114.NothingFound C002-0803 20090802/4b3623532f0329ffad5207718fa2bc2891fc3b38.Swizzor 0.539457
20090802/594634bda790d7e1f1e2ec10f8e7ab04639ba043.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.380621
20090802/59a49278433f819705694941933729f17da996df.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.51698
20090802/59a56ad93ea1c68568b55eb65f44e3688c6c20ad.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.20154
20090802/59bd78cf64dfd39baa5048dfef056e985c84bca0.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.515986
20090802/59c09588e1cef8d94b53c105ceaa43e5b2a541c4.Lipler rejected 20090802/b5dfa0b42aba01de6884246079555c31d3353dda.Lipler 0.328598
20090802/59cba6729399da7a962a232292adcfac13625f62.Klone rejected 20090802/59cba6729399da7a962a232292adcfac13625f62.Klone 0.000419213
20090802/5a0c4cd56d7def7ffa4f00c62104d9bcfd6e36ec.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.221577
20090802/5a2065fbaf6d8b1930657000ceb8816484df9e7b.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.509252
20090802/5a34f51078a042221c916cb70257bf772a4bde4d.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.12096
20090802/5a688f80c1fc4f387b0da4a68d5fa5ed8c8bf66a.NothingFound C002-1148 20090802/de7232ec873e9a08792fac68ccd19869f6a0e2b1.NothingFound 0.552489
20090802/5a6ce5139f3f9eaec8702b5da49750863e0c84b4.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.390582
20090802/5a800676c7d34a371a21d81d91968ff200fc2c9a.NothingFound C002-1148 20090802/de7232ec873e9a08792fac68ccd19869f6a0e2b1.NothingFound 0.523316
20090802/5a883f822d0edb078a35f78fcc6e219887c8d3ff.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.386035
20090802/5a94f16fe3eb914382d9b6729bfa63e44e6e573d.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.508063
20090802/5aa516eec545edaf73e4612f18d9e74446b71d1f.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.152321
20090802/5aa713630af30a08d2dbf846cd30071db228ba82.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.415842
20090802/5abf3647cf56612ad59c538544ebc3f35842eadf.Hupigon rejected 20090802/5abf3647cf56612ad59c538544ebc3f35842eadf.Hupigon 0.000258394
20090802/5ac5e6eb75b41e97279cd1de842346e1c3dd8917.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.523254
20090802/5aea5096842d28e36be99107d3c56faede1b4b59.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.554561
20090802/5b482d8a8f023a19caf7fa19566e44276bd14a0e.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.509252
20090802/5b577fe73e2c1917868a79da81f215043c4454a6.Magania C002-1200 20090802/976c0bdd830f81c6b2677c07673be1457e678ff1.Magania 0.418198
20090802/5b76fd35a06b7dad37d126e223ebed42a051c80e.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.115914
20090802/5ba97941536e54d609ea3b7544f418964b6e076f.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.202844
20090802/5bb95f9080f544b67f54593ac84e41b4cfce01ae.NothingFound C002-0665 20090802/548e3ce99ede347728a642f4f949840a96e4d32c.NothingFound 0.466981
20090802/5bbe375bd726adab06c561ccefd34885f53a34ad.KillAV rejected 20090802/1dc693dc60f1dd10c70b4a46ddb6014d51d8c911.KillAV 0.481493
20090802/5bceb130fa19d9741976ba0c4199c48bdb20f9d6.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0996373
20090802/5be16bc429d2297b03f55c6221ff7088715498fc.Black rejected 20090802/5be16bc429d2297b03f55c6221ff7088715498fc.Black 0.00021206
20090802/5be3968079006d9868352267ea328451eded53e8.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.202216
20090802/5bf0876d5d1fe4721a021d7f5aa0c9fa051a25cd.Obfuscated C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.387082
20090802/5c18d597c5f9633a4ae3327a1038bf4a1fc179d1.Hupigon rejected 20090802/28ee9f078d90aacf7d4f47373ed1683d163daef5.Hupigon 0.569894
20090802/5c565ec2cc8cb4a39978091818d792831a04db45.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.517125
20090802/5c805f5528288441dae0281e8599683cf976da57.NothingFound rejected 20090802/5c805f5528288441dae0281e8599683cf976da57.NothingFound 0
20090802/5c84574e84e7021680115015861259098bcfb9bc.PepperPaper rejected 20090802/5c84574e84e7021680115015861259098bcfb9bc.PepperPaper 0.000121361
20090802/5c8b881fbc1739553171f5520cd5faef0a442343.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.511984
20090802/5c91e01f86051512beac02a7a0550f9802481455.Zbot rejected 20090802/6e5b5dc39c8ab452775cf1522b2d23a6ddd2d2b9.Bancos 0.571671
20090802/5c985e82ada4bba603dad912a365465a30e49e5e.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.13472
20090802/5c995fce633432ba4b171a1ab250b490fd00cfab.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.091976
20090802/5ca8dfa0b011ae3ef823dc6e493ed4523fafd7bd.Inject rejected 20090802/0e000438aa3fb9904e12c87f2c92df99f46efdb8.Inject 0.131408
20090802/5cefecb6891f80248037831f509a5bf4e4a8f183.VB rejected 20090802/199b012a16f256a481ee58a91789095b9089ce5c.IRCBot 0.542406
20090802/5d2498f48cd98b5fbd0eb01b137f7c6891ce51c0.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.187849
20090802/5d26513fcf9182a6676e843b4d79f3ee77b94ea9.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.21936
20090802/5d2f314e0f74fff934a05dd9fbc952ec97c510af.Virut rejected 20090802/5d2f314e0f74fff934a05dd9fbc952ec97c510af.Virut 0.000260307
20090802/5d35d8ef4e5f24bee1a82b3e0614536a5c92be2a.NothingFound C002-0665 20090802/548e3ce99ede347728a642f4f949840a96e4d32c.NothingFound 0.459467
20090802/5d3f8bcaec81f6e7040a2c818deae8b3d7d64f9b.NothingFound C002-1098 20090802/58f891d7659753402b4b23075c8f16b8f58b0d36.NothingFound 0.240153
20090802/5d42085171e0d2baa8d8c76cd817791c7d9c9315.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.208041
20090802/5d5f36e19ef3a284d582879b6d32c662818ef852.Kbot C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.548389
20090802/5d6b97d1ccbf19bbbe94cb69faa429a95eef977e.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.520775
20090802/5d8708487ca7a941d35ea7e3d3e40f3c279f11a8.NothingFound rejected 20090802/5d8708487ca7a941d35ea7e3d3e40f3c279f11a8.NothingFound 0.000219541
20090802/5da2dba2951cfb77090a7fa8911f6e56e5d404f3.NothingFound rejected 20090802/5da2dba2951cfb77090a7fa8911f6e56e5d404f3.NothingFound 0.000275647
20090802/5dc2f7db33e2d9295732a20b9549ea1cc4061248.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.522345
20090802/5dd9bb2c1d66399da7177e8c25dcd29274ee2525.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.208561
20090802/5dec34da7d1e47cf0799f27c95257cb4551dbe65.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.514701
20090802/5df82593da00c29b9da8929e237e10b9b5da8f4b.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.379923
20090802/5df9f1848a7a2e3b8211ab6bc92accdfbdf6c6a8.AutoRun rejected 20090802/5df9f1848a7a2e3b8211ab6bc92accdfbdf6c6a8.AutoRun 0
20090802/5dfa023f0097ccc2d05ed73d88bfd0d239d68180.Poison rejected 20090802/5dfa023f0097ccc2d05ed73d88bfd0d239d68180.Poison 5.60648e-05
20090802/5e0cf8d9a8dcfd1e04ee8a151dcbef8616fd1ac7.VB C002-0140 20090802/ecd1ddc26c3d99da91497d17017c192114f4169e.VB 0.328772
20090802/5e254a38bff036184df25aae0c07472c98672f14.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.188843
20090802/5e31604a0a10dc0e91a20c77ce76b38877ae539c.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.187255
20090802/5e499e82288adc722807ae6c5a4062b5ce39ec8b.FraudLoad rejected 20090802/5e499e82288adc722807ae6c5a4062b5ce39ec8b.FraudLoad 0.000370133
20090802/5e4dd5df7381e6a73b82eeed77ec1741994a0bc5.NothingFound C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090802/5e67ea4d81aeb1e285f7f46513a0ba5096f277c1.VB C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.594848
20090802/5e80cbc19d41d9a6348c776c46caaf6615dd37b4.NothingFound rejected 20090802/5e80cbc19d41d9a6348c776c46caaf6615dd37b4.NothingFound 0
20090802/5e91ddf27defaa23e55ccfb40eca4ba78a5808c9.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.383772
20090802/5ea4d987de13c36a7e30e561b077a74e33d13cbf.VB C002-0942 20090802/4579c274c9235e7af9cf9e72511ebc919d3b469e.VB 0.473837
20090802/5ebe8376aff76e6e798d58760ee30d6e05e33f65.FakeInstaller rejected 20090802/5ebe8376aff76e6e798d58760ee30d6e05e33f65.FakeInstaller 0.000319903
20090802/5ec10b789b953c241eb929a17bf2c5cdf611d878.Swizzor C002-0803 20090802/4b3623532f0329ffad5207718fa2bc2891fc3b38.Swizzor 0.531208
20090802/5eca7490a5ad487d7273b6f58ec1d6d2e67d3257.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.51129
20090802/5ecd9ce3634e747dd18fb1c908df91fa414b7f16.Virut rejected 20090802/5ecd9ce3634e747dd18fb1c908df91fa414b7f16.Virut 0.000167279
20090802/5ece1f2b27f634d87fad678813480b9edae1fdf7.NothingFound rejected 20090802/5ece1f2b27f634d87fad678813480b9edae1fdf7.NothingFound 0.000261643
20090802/5ed2583f19a560e5af8ed4bcb14edc9e136f31e6.Krap C002-1370 20090802/abde75d1ccc94f97201aa3e358287195dd77d05d.Krap 0.590949
20090802/5ed87549fc4be346ad28035e5c40dd86e9db2a6b.Agent rejected 20090802/5ed87549fc4be346ad28035e5c40dd86e9db2a6b.Agent 0.000291863
20090802/5edba0e4b15d1be0bc4293c35c8eadd65c5957e9.Runner C002-0416 20090802/1bb7bb855b432a7f488bf0f5fb47f8d740cf951d.Runner 0.276112
20090802/5ee2a68414bd124b83adb4ae51d205bc41e225fd.Hupigon C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.57735
20090802/5ee8f0e7a37ce3f6e291cb669e969c9d242381a3.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0988392
20090802/5eec67fb69b47842af693524dfd3487f7ff3c9d3.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.3748
20090802/5f08ff6737927e8a252b8cc418975cf4c89b5e57.Allaple rejected 20090802/5f08ff6737927e8a252b8cc418975cf4c89b5e57.Allaple 0
20090802/5f18448ab56f1e47726d9472987614204eb20563.Zbot rejected 20090802/5f18448ab56f1e47726d9472987614204eb20563.Zbot 0.000202135
20090802/5f272b7e59997c8f0c61dbef54e4db15cd76dd52.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.522169
20090802/5f2f468beb6be125e1e7e9abefa421c12d418fbd.Hrup rejected 20090802/5f2f468beb6be125e1e7e9abefa421c12d418fbd.Hrup 0.000271531
20090802/5f3c62356157fd87ab0a42004984b458f3892223.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.521068
20090802/5f3fea3a0a803d589f92467d263c2ff82169eee8.Small rejected 20090802/5f3fea3a0a803d589f92467d263c2ff82169eee8.Small 0
20090802/5f58fc66f01d77e6aba89797166c76540097352a.Magania rejected 20090802/5f58fc66f01d77e6aba89797166c76540097352a.Magania 0.000250284
20090802/5f5b0bc036c0fef7078f4905412fd94b2cdf3d17.Small rejected 20090802/5f5b0bc036c0fef7078f4905412fd94b2cdf3d17.Small 0
20090802/5f5fae058aab50c92498b2bc04bc1747642de976.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.393104
20090802/5f78f4060b4eb62018dcbf892f7c537d01a6d948.FraudLoad C002-0973 20090802/85c0e55effa28926f2b62e7ab8923e783fadf9a2.SystemSecurity 0.439819
20090802/5f80f27ea507a14e262da091fee6b9d27a43cfa4.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.398538
20090802/5f850f361059fad4154bba0b91a3743d022bc88c.Obfuscated C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.382503
20090802/5f94e9bde3509277e4da528a56bf03e42800265d.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.506743
20090802/5fbda7ffda3b5cf1127714f0dea5d5d72a079e5e.NothingFound rejected 20090802/5fbda7ffda3b5cf1127714f0dea5d5d72a079e5e.NothingFound 0.000203761
20090802/5fc3a716c326a2295a56d1852c71bf3190fd96cf.Droco C002-1163 20090802/5fc3a716c326a2295a56d1852c71bf3190fd96cf.Droco 0
